[0.10723645 0.0785761  0.02944209]
[0.05837999 0.12263444 0.87521267]
[0.2369685  0.95540898 0.33008499]
[0.46123204 0.68001405 0.88359351]
[0.73464177 0.56884448 0.73520977]
[0.54982024 0.7030081  0.34011351]
[0.77379338 0.63398289 0.82980361]
[0.97132589 0.14868872 0.11101834]
[0.98103632 0.84224892 0.15236977]
[0.09096509 0.6467832  0.31463859]
[0.05458133 0.60035404 0.22615258]
[0.05754104 0.88337073 0.54602063]
[0.78975958 0.28848475 0.01816395]
[0.48853253 0.11570535 0.55660875]
[0.4723322  0.24085698 0.70762601]
[0.43840381 0.93232116 0.59128531]
[0.86175761 0.79106274 0.36784954]
[0.31926388 0.91884317 0.66927846]
[0.6141145  0.57684225 0.26312161]
[0.08400184 0.21891819 0.25466924]
[0.73698852 0.07065214 0.91936313]
[0.77969471 0.07670152 0.48228676]
[0.25960973 0.31046306 0.17715175]
[0.84433971 0.41201264 0.67344076]
[0.082515   0.71927567 0.56408934]
[0.11867093 0.0545215  0.82283464]
[0.23620093 0.77123791 0.41824794]
[0.57951199 0.87835054 0.39351463]
[0.15447585 0.73629515 0.76505839]
[0.02882954 0.50453789 0.37711487]
[0.69074357 0.15518467 0.41440068]
[0.66334143 0.09321209 0.33480042]
[0.49257762 0.30632834 0.05466787]
[0.13418867 0.95626326 0.85798869]
[0.70240718 0.92873532 0.95476687]
[0.24352165 0.58390509 0.55889501]
[0.14622343 0.65783667 0.28262451]
[0.93623929 0.84374895 0.88161679]
[0.80805564 0.43269408 0.09540061]
[0.9207493  0.32954238 0.34933264]
[0.04912438 0.71363512 0.72328756]
[0.44853194 0.38235083 0.83466176]
[0.04186659 0.12128832 0.83899201]
[0.20729625 0.63524539 0.05985616]
[0.75858308 0.41710369 0.93734041]
[0.07418288 0.36465693 0.89872198]
[0.53442594 0.24360529 0.11257222]
[0.54982206 0.65751167 0.30012973]
[0.284555   0.03944238 0.61254426]
[0.82962825 0.14994033 0.73142797]
[0.94794762 0.76615216 0.09851902]
[0.68727575 0.80788144 0.39274971]
[0.90569564 0.93087862 0.71146287]
[0.55740265 0.86443663 0.10949852]
[0.2335378  0.58675041 0.11536524]
[0.84907245 0.49117097 0.60564736]
[0.09442132 0.80396109 0.34015811]
[0.32878008 0.61550052 0.08980415]
[0.76713475 0.82084634 0.40604044]
[0.74566427 0.62707202 0.58925558]
[0.04084774 0.27401512 0.13108064]
[0.95139861 0.40864685 0.65072052]
[0.35071212 0.87049082 0.59785668]
[0.46073455 0.82807143 0.89928869]
[0.46376645 0.58805954 0.42339531]
[0.39341603 0.92440301 0.43440093]
[0.60271283 0.90434727 0.56142436]
[0.58342319 0.61378122 0.56281775]
[0.37041873 0.2161217  0.55731913]
[0.24327439 0.60656814 0.83267494]
[0.95951582 0.22594901 0.90496073]
[0.92879806 0.45247909 0.07608372]
[0.03122249 0.22223439 0.18303662]
[0.94335121 0.22514927 0.68818591]
[0.39608932 0.72448307 0.43096671]
[0.96517664 0.44367406 0.48333984]
[0.13385146 0.71897275 0.52540095]
[0.09828413 0.41765752 0.47635485]
[0.92703881 0.79666466 0.43527925]
[0.75813846 0.14114768 0.06862395]
[0.60299574 0.30033746 0.97941705]
[0.08623346 0.08102906 0.44450036]
[0.72230979 0.06306397 0.89690189]
[0.61123876 0.12084571 0.75852096]
[0.42080589 0.59811194 0.15862984]
[0.10297486 0.57892946 0.92128888]
[0.92219339 0.45956233 0.43190702]
[0.39007206 0.83362931 0.83696657]
[0.63107714 0.34706095 0.95771198]
[0.07245834 0.77627058 0.74843842]
[0.05839766 0.66991329 0.77512691]
[0.63540532 0.50866116 0.94375584]
[0.87851061 0.73008402 0.63996037]
[0.32746269 0.79360037 0.10172008]
[0.65660841 0.40670219 0.03943318]
[0.69153592 0.15576873 0.29971576]
[0.9048621  0.15183486 0.06761083]
[0.20488856 0.50689751 0.17974691]
