,X,Objective function
0,0.0,0.0678637661727655
1,0.005025125628140704,-0.02643378847063589
2,0.010050251256281407,0.0768477400545866
3,0.01507537688442211,-0.08908159229455846
4,0.020100502512562814,-0.08652321937676694
5,0.02512562814070352,-0.06194606631456469
6,0.03015075376884422,0.134124835362596
7,0.035175879396984924,-0.053731207288615974
8,0.04020100502512563,-0.11982827504227825
9,0.04522613065326633,-0.0035729075984743913
10,0.05025125628140704,-0.01976400496773899
11,0.05527638190954774,-0.05239969830075164
12,0.06030150753768844,-0.03240655321326853
13,0.06532663316582915,-0.07865849639451523
14,0.07035175879396985,0.08385717813976631
15,0.07537688442211056,-0.1623647998613567
16,0.08040201005025126,-0.14188534432811117
17,0.08542713567839195,-0.17473532805726136
18,0.09045226130653267,0.007668552638624183
19,0.09547738693467336,-0.0007793769458862322
20,0.10050251256281408,0.057947647204683976
21,0.10552763819095477,-0.14292503826770853
22,0.11055276381909548,0.11689925102423394
23,0.11557788944723618,0.07940378578912545
24,0.12060301507537688,0.028565256959711953
25,0.12562814070351758,-0.07987057472156926
26,0.1306532663316583,-0.012902049803495979
27,0.135678391959799,-0.08733696574909891
28,0.1407035175879397,0.2682217120585264
29,0.1457286432160804,-0.028752343898490948
30,0.15075376884422112,-0.18843041325221144
31,0.15577889447236182,0.04124688670216558
32,0.16080402010050251,-0.03604823170269113
33,0.1658291457286432,0.07486576209110114
34,0.1708542713567839,0.042276836784980044
35,0.17587939698492464,-0.02035702391926368
36,0.18090452261306533,0.03487000080663962
37,0.18592964824120603,-0.054035835748718
38,0.19095477386934673,0.03942390800507983
39,0.19597989949748745,0.09622748047728438
40,0.20100502512562815,0.14013849715496518
41,0.20603015075376885,-0.04574738383100465
42,0.21105527638190955,0.03013085227230288
43,0.21608040201005024,0.004287146045180777
44,0.22110552763819097,-0.2517086073104417
45,0.22613065326633167,-0.04436570572702931
46,0.23115577889447236,0.1003244461905493
47,0.23618090452261306,0.15794283697993797
48,0.24120603015075376,-0.08378622095288732
49,0.24623115577889448,0.05484506672231663
50,0.25125628140703515,-0.024454923647911606
51,0.2562814070351759,-0.12263047749824194
52,0.2613065326633166,-0.14487688297087506
53,0.2663316582914573,0.0033369659063068324
54,0.271356783919598,0.10485221292228275
55,0.2763819095477387,-0.09939584862548342
56,0.2814070351758794,0.06895669642141575
57,0.2864321608040201,0.061783934157049906
58,0.2914572864321608,-0.029321832985998303
59,0.2964824120603015,0.11329635435527448
60,0.30150753768844224,-0.04680137522085834
61,0.3065326633165829,0.16926242460923052
62,0.31155778894472363,-0.04987871043751797
63,0.3165829145728643,0.1073938384514533
64,0.32160804020100503,0.17662362865211448
65,0.32663316582914576,0.13958667620532772
66,0.3316582914572864,0.13481154826941208
67,0.33668341708542715,0.09224822296571336
68,0.3417085427135678,0.01563181962787854
69,0.34673366834170855,0.20986226434703956
70,0.35175879396984927,-0.11282207730822688
71,0.35678391959798994,0.12575200232148845
72,0.36180904522613067,0.05610695784807114
73,0.36683417085427134,0.059412209352131234
74,0.37185929648241206,-0.06456467453515731
75,0.3768844221105528,0.05890968836077653
76,0.38190954773869346,-0.03692579659466768
77,0.3869346733668342,0.014836963707551797
78,0.3919597989949749,0.07139890690245469
79,0.3969849246231156,-0.05409400666839203
80,0.4020100502512563,-0.02911554960833905
81,0.40703517587939697,0.0030013690396462193
82,0.4120603015075377,-0.03713148987308423
83,0.4170854271356784,-0.006902933100929434
84,0.4221105527638191,-0.051822079335707254
85,0.4271356783919598,0.03265935331893852
86,0.4321608040201005,-0.05152058850787878
87,0.4371859296482412,0.11777134416558385
88,0.44221105527638194,-0.00804773265870142
89,0.4472361809045226,0.060363358877681225
90,0.45226130653266333,0.19841741066369167
91,0.457286432160804,0.01969033565752194
92,0.4623115577889447,0.04508928838527461
93,0.46733668341708545,0.14635373538877297
94,0.4723618090452261,0.18937922662957368
95,0.47738693467336685,0.13177594177541896
96,0.4824120603015075,0.25936521645437227
97,0.48743718592964824,0.3088585962590477
98,0.49246231155778897,0.4661421355511284
99,0.49748743718592964,0.25723923154824385
100,0.5025125628140703,0.22075835005504107
101,0.507537688442211,0.19229899344476678
102,0.5125628140703518,0.24865264781533872
103,0.5175879396984925,0.23530401689903013
104,0.5226130653266332,0.025271813846106883
105,0.5276381909547738,0.10790341338992532
106,0.5326633165829145,0.010850536374180264
107,0.5376884422110553,0.0544279104382502
108,0.542713567839196,-0.06183584467675163
109,0.5477386934673367,0.07250028978449721
110,0.5527638190954774,0.15194530585008778
111,0.5577889447236181,-0.0033097484168497088
112,0.5628140703517588,-0.09878759048300798
113,0.5678391959798995,0.10939822232556744
114,0.5728643216080402,0.022699565044937794
115,0.577889447236181,0.08120370698448047
116,0.5829145728643216,-0.06316386261389087
117,0.5879396984924623,-0.02059976688967224
118,0.592964824120603,0.04747462024111111
119,0.5979899497487438,0.08358407689128973
120,0.6030150753768845,0.002096939878260233
121,0.6080402010050251,0.04424309864150639
122,0.6130653266331658,0.15094369414288758
123,0.6180904522613065,0.011588494903304682
124,0.6231155778894473,0.08327165634412242
125,0.628140703517588,0.02814510900354624
126,0.6331658291457286,-0.00033503742764629755
127,0.6381909547738693,-0.06030858245919547
128,0.6432160804020101,-0.039610191639524256
129,0.6482412060301508,0.13959544192093823
130,0.6532663316582915,0.11225034946877889
131,0.6582914572864321,-0.052617629941628566
132,0.6633165829145728,0.2267492727044031
133,0.6683417085427136,0.14004257632246975
134,0.6733668341708543,0.22115883378626777
135,0.678391959798995,0.34506105645507634
136,0.6834170854271356,0.36146198860271
137,0.6884422110552764,0.41324471747939256
138,0.6934673366834171,0.5063332945830689
139,0.6984924623115578,0.5723859671818252
140,0.7035175879396985,0.49996586864518716
141,0.7085427135678392,0.6593054937654246
142,0.7135678391959799,0.5428141578445742
143,0.7185929648241206,0.4627230380586598
144,0.7236180904522613,0.3595295272753757
145,0.7286432160804021,0.30761078857857105
146,0.7336683417085427,0.2509579319655602
147,0.7386934673366834,0.31912134776713624
148,0.7437185929648241,0.15317485844978546
149,0.7487437185929648,0.10760531995376443
