1 818
2 818
3 997
4 999
5 -881
6 -711
7 -863
8 782
9 -976
10 -637
11 -325
12 774
13 -18
14 -773
15 -941
16 689
17 313
18 872
19 -748
20 970
21 -906
22 907
23 -981
24 662
25 -489
26 90
27 -922
28 -531
29 442
30 -65
31 673
32 116
33 -673
34 -815
35 385
36 140
37 -320
38 -194
39 -243
40 -636
41 702
42 -792
43 62
44 667
45 352
46 485
47 -569
48 349
49 -998
50 997
51 383
52 519
53 -999
54 -866
55 183
56 2
57 -922
58 284
59 1
60 805
61 885
62 885
63 -473
64 274
65 -917
66 -862
67 -687
68 812
69 -704
70 746
71 -977
72 997
73 -547
74 -623
75 -192
76 962
77 914
78 639
79 -669
80 998
81 938
82 301
83 180
84 997
85 542
86 995
87 -102
88 428
89 -161
90 -760
91 -832
92 163
93 183
94 838
95 -172
96 992
97 755
98 -221
99 233
100 -707
