5000 32
1515 1.1934909 -0.14829056 -2.0102007 -1.0729797 -0.84691566 1.5507431 1.7451432 1.2249538 -0.76536447 0.5048999 -2.6870477 -3.7942746 -1.8404402 0.12989196 -1.1638471 -2.8710482 0.006675362 0.0703373 -0.050483145 -1.4460628 -1.1509217 -0.09632491 -0.5030496 -0.0736605 -0.0362143 2.026117 -0.2994522 2.0360053 -1.2401152 2.112874 2.2383254 1.4123245
2534 1.310116 -1.98693 2.5038831 -1.2346321 0.8221383 1.9890252 0.7694276 -1.3135942 0.14107728 0.5751168 -0.57705617 -3.3619106 0.052156646 -1.1761384 0.11872934 -1.7712886 -2.704639 -2.2596302 0.031823065 -1.6205944 1.8276436 0.3399302 1.590739 0.59033114 1.8211541 0.08974474 -0.8354829 2.3923545 0.5697651 -1.858776 1.865608 -1.5848246
3910 -0.4343962 -0.1524205 0.44151333 1.1149465 -1.5524452 -0.9451576 1.3759087 -0.1624663 2.0752978 -1.8880062 -3.9791362 -0.692188 -1.2207847 -1.5750589 -0.03249853 -2.039354 1.4208269 0.8826201 1.5896783 -1.0289589 0.39418462 0.4408082 -1.9736235 0.31221563 -2.56284 2.3766315 -0.1820093 2.29363 -1.6270709 -0.118003495 2.310726 -2.021727
1371 3.327934 -0.9279141 -1.71303 0.8336873 1.3813571 0.7944647 -0.1549051 0.7970671 0.10635117 2.3381743 -1.7197193 -1.8387209 -1.395608 0.16964301 -0.3760846 -0.79690945 0.9312025 0.071180806 -1.6344622 -0.15590093 -0.08406324 3.2477453 2.9467754 0.16547687 -1.9488007 0.67740583 -3.107658 -2.417604 1.2170026 -2.1543276 2.3650124 -0.74881566
287 -0.06570929 -0.972606 0.13523473 0.78294665 1.1796522 -2.8229733 0.1994283 0.27315003 -0.34691778 0.39185777 -0.56541747 -1.4019414 -0.53242534 2.21675 2.5330238 1.9209442 0.5766903 0.22712499 0.24162617 -2.4228134 -2.8559315 1.1805204 -1.5751674 1.3626021 -0.31509992 2.1363497 -1.211709 1.7861336 3.0405562 -2.5199883 1.0153908 -0.90666384
747 0.87055534 0.5583135 1.3574632 -1.8882487 0.4911739 0.66387284 0.5139414 -1.5564705 4.1948404 -0.043479722 1.554794 -0.38809308 -3.5211554 2.249045 1.4999151 1.020488 -0.9024058 -1.6278119 -1.0313668 -1.0686218 0.13952778 -0.48235226 1.0386415 -1.1666325 -0.45090553 -0.11212958 -1.1473156 1.7866201 1.3879431 -1.4561384 1.7525096 0.8292444
2830 -0.52663285 -0.42706382 1.6371498 -0.66869634 0.78936017 -0.46478987 0.9313581 0.0692959 -0.25672606 -0.48808685 -0.32759464 -1.2225306 2.6494818 0.8467698 4.2015367 -0.60691077 0.8025449 -1.7358104 0.99126476 -0.8822666 -0.20668565 0.78584427 -0.7611655 -0.95050174 -1.5371045 0.1966985 -4.6147876 0.034031115 0.5550142 2.5244749 1.5741624 -1.1050926
3272 0.47890544 -0.74536496 1.4711491 -2.5670912 0.5888576 -0.45682293 2.7456708 -0.18927185 1.3682969 -0.36190256 1.8419559 -1.690881 -0.6685349 1.0413115 0.17338324 -0.62186706 -0.8659445 0.1778327 1.1062711 0.47523618 -3.6978664 0.23918208 0.40018177 0.4743648 -0.5998421 1.351503 -3.8866234 -1.0040599 -3.3837051 1.3844703 1.0228518 0.12125131
3894 -0.4750854 1.0559909 0.9815779 -2.874896 0.65421605 -0.6360049 2.2089376 0.848017 2.1045916 -1.8307592 1.6808774 -2.5695462 0.3116534 0.696256 0.7511303 -0.3271414 -0.6088093 -0.16609459 2.1647687 0.53168875 -3.2649958 0.72067404 0.2997397 0.71789354 -0.6069445 2.3949823 -3.2575858 -1.4854412 -1.7018179 0.62851185 2.0743823 0.3538298
2002 -2.3943765 -1.7031225 0.20922913 0.35110575 1.2102351 -1.1457949 -0.9236875 -1.4164635 2.0278347 0.9515639 -1.2939285 -1.0986717 -2.995576 0.5099912 -0.96500546 2.300623 -0.44486248 -0.4048258 -0.13647042 -0.5266587 0.41597924 -0.3249234 1.5256014 1.2566417 1.5564938 0.05617751 -4.6833897 -0.2101083 -0.6252148 -0.6600055 -0.8930241 4.0543113
53 -0.32282323 -2.2043526 -0.83605987 -0.7351308 2.4773602 0.54573363 2.7694142 -1.585013 -1.1114273 -0.9047842 -3.432415 -2.2609072 -0.6489527 1.641029 0.8677209 0.8051531 1.7757465 0.55766684 0.3647801 -0.63709897 -2.4473062 -0.94843924 0.80230755 0.69195646 -0.625515 0.9076432 -0.063797735 0.7406337 1.0446669 -4.0698776 0.52598536 0.21877024
4366 -1.0299401 -0.5288256 0.05843047 -0.932015 0.3024885 0.0020438803 -0.48199365 1.4231553 1.9702721 -0.7830508 -0.17390019 -1.0134776 -0.68229854 -0.17818679 -1.2632235 -2.014646 -0.35590702 1.5976655 -0.67120594 -4.750768 1.6526816 0.83314717 0.8067482 -0.29320323 -0.90807056 0.7329466 -0.5045972 3.1476164 -2.1162713 1.534891 3.5812876 -3.6799142
4622 0.7836237 -0.9592655 3.0339828 -0.077076994 0.63792276 0.90132636 1.519894 -0.55914044 0.46602228 -1.1201974 -0.48658115 -1.8379426 0.38386732 0.4811135 -0.53878963 -1.0839363 -1.6900517 0.77089465 -0.7729216 -2.7469945 2.0772097 0.52028966 0.29870048 0.59870046 -3.032707 1.6398802 -0.6472403 3.4358776 -0.7402741 0.34233487 3.025577 -1.5977712
2431 -0.036631618 1.4398179 -0.59014064 -1.1767237 -0.48287013 0.7853145 1.2646277 -0.5689714 -0.63568467 -0.6279099 -1.3614763 -1.6912098 -0.3605911 -0.04853415 -2.1562376 0.44772625 -3.0450563 2.8837862 3.0654874 -0.6247048 0.061825838 0.6710015 2.1176105 1.2380061 -1.6088833 -0.027694542 -3.1311843 0.04113401 0.15196112 -2.450615 0.9163154 -1.2102727
