5000 32
1.859117022038511147e-01 1.099709975830722407e-02 7.440081321142033577e-02 9.897815615209525075e-02 7.313740433688621645e-02 1.297024255307674574e-02 4.042426927911451501e-02 2.227805543145396361e-01 -1.974594737860397020e-01 8.141689386277971285e-02 -9.395157424479674835e-02 1.175932994732905718e-01 1.959807631327767918e-01 -9.780663175984169455e-02 -8.116212397403468892e-02 1.007294902506237072e-01 -2.500973602271215901e-01 -1.710365995740949496e-01 1.187673565018527583e-01 8.278254520002023553e-02 -2.302387655576653147e-01 1.140635142764806903e-01 2.851726323383645956e-01 6.156361620537011137e-02 -1.124716689608931258e-01 -3.562809171183486945e-01 -1.984476169328504569e-01 -2.342503629452860267e-02 -1.193076481251831023e-01 -1.117763023201439193e-01 -1.906803065870956437e-01 -5.602737846580126829e-02
5.147342814011611478e-02 -1.765577576538439331e-01 2.122985671001914945e-02 1.970449208483167694e-02 -3.126620573622323346e-02 2.014223995937548528e-01 -8.229751626159530209e-02 9.887519707621594822e-02 1.125923738809267716e-01 5.869850119160511387e-02 -3.388769483458223819e-01 -1.249935656594349832e-02 -1.646232423375814657e-01 -1.160017462059101390e-01 8.075344945518948825e-02 -1.150761088403168819e-01 -1.777240292845839731e-01 -3.068789379350237989e-01 1.903361075641706035e-01 4.917835431852816269e-02 -1.167361141805445535e-01 7.342792561262365125e-02 -9.593039315611118223e-02 -2.567770895833340616e-01 9.504652426491129458e-02 -1.761622798369658627e-01 2.954164636829321178e-01 3.489049728508289983e-01 -2.741961529858330873e-02 5.002641389822592294e-02 -4.277524407668411438e-02 1.107822271054902975e-02
-1.060208265341819750e-01 1.643498999175544983e-01 2.682685380517765283e-01 9.949549928478167160e-02 -1.271098675585116862e-02 3.376433996338255167e-02 1.377965461319895224e-01 -6.774647789695978362e-02 4.182863461542380978e-01 -1.651562050537444537e-01 -1.490668553061036579e-02 2.359823867851774601e-02 2.891944418938320951e-02 9.892273111923043094e-02 -1.298152808941380465e-01 2.252661807752773596e-02 -1.469606853744963304e-01 6.611925542891337881e-02 -7.630699033346044491e-02 -9.809934424341136550e-02 -2.024429101031278155e-01 2.040050013386600913e-01 1.892564411547718040e-01 3.049239434897937570e-02 -1.992136785966309998e-01 6.690564024386634612e-03 9.204911050291758254e-03 3.846991573326858510e-02 -1.311680217042654750e-01 1.667565951259197266e-01 -1.573939067610770903e-01 -2.281555408670578877e-01
-4.789991363763490551e-02 1.405078815311388597e-02 8.757101049921713065e-02 -1.225492712027959619e-01 -1.265528211136088266e-01 1.046432904743197084e-01 -9.316707974501008127e-02 -3.083844370301824234e-01 -1.333670178105581527e-01 2.243004613686982451e-01 3.648863244189422539e-01 -3.236572877910884327e-01 2.295020704654793797e-01 1.329571210329576758e-01 1.777685395313747252e-01 -2.557405140262708487e-01 -4.284293954858790776e-03 -3.069909107498309045e-02 -4.195705712654885372e-02 -2.100203617476577855e-01 1.622624666249856684e-01 -8.320914186631846177e-02 -1.648212498545468174e-03 2.285073584856002760e-01 8.778825062351890141e-02 2.014812289641380594e-01 2.076880912004788193e-01 -8.677049492743199588e-02 1.212515514752973977e-01 -3.635295383169542122e-02 -1.789866458535175064e-01 4.397904946733078441e-02
-1.104727725170427111e-01 -1.330542059313269687e-01 1.271109134617295355e-01 5.774290905514863764e-02 3.459829401018554851e-01 -2.053570681531231013e-01 -1.222766100602523526e-01 -1.915512950371942857e-01 -1.273902003118870807e-01 1.760457433145260209e-01 -3.874266183445531087e-01 -7.017050416945744273e-02 -3.939878631255808172e-02 9.785514409033654881e-02 1.057759955295429072e-01 5.416468314938236578e-02 1.656468079064163101e-01 6.643726630105237230e-02 5.457498904090560266e-02 -1.223349245546558883e-01 -2.375796591686423972e-02 -2.676579543788763504e-01 9.755819904338595971e-02 -5.347784693357043873e-02 -2.343562237853427047e-03 2.389109942445092616e-01 -1.135196109838057799e-01 3.075391260507131727e-02 9.837746489131070360e-02 -1.384220292296545751e-01 -2.432099339454772968e-01 -1.271525001034911617e-01
2.587550892882435338e-01 3.911692993286126629e-01 -2.370502139253806151e-01 1.719286607149156654e-01 4.753330438351971443e-02 1.236177757892952811e-01 5.120031582476619603e-02 2.559386893616174552e-01 -1.241300140378593375e-01 1.618240958462298026e-02 4.335634151062677660e-02 -9.021734728490458932e-02 -5.701819976164101966e-02 -3.231809764132287377e-02 -4.573700223370596313e-02 2.558016213017475504e-01 -6.090433238489618289e-02 9.285565800104129616e-03 -1.254966388958698997e-01 -2.004873923584210293e-01 -1.146152507736173526e-01 -1.372501727501757030e-01 6.360588595232967435e-02 1.814529169167986844e-01 6.297047482896957205e-02 2.379269572241519692e-01 2.668801915726017326e-01 3.884636944886140503e-02 2.180791451924962432e-01 3.638933496531304712e-02 9.082549246031901974e-03 2.101885847880300418e-01
1.906794801335499195e-02 -4.001556387681806659e-01 1.580647859617197726e-01 1.798326525964560885e-01 1.692949428695215697e-01 -9.754196230529968425e-02 4.145023264933863499e-02 -1.786355935147748430e-01 -2.771260656973057457e-01 -1.925508478797113843e-02 -8.562592201073189468e-02 -1.319877607151001553e-01 -6.064639614049234517e-02 -6.790829461157341096e-02 -7.984464698760438545e-03 9.519974098272727947e-02 1.388027212471326655e-01 1.198215748213336262e-01 -1.670934835690825737e-01 -2.108132877987362874e-01 -2.022512154790574723e-02 -3.564027407800906544e-01 1.424379223070498246e-01 -2.151701868300523179e-01 2.925865369260019846e-03 3.804861941255734820e-02 7.220375564578082606e-02 7.024462365530703689e-02 5.507409083794151394e-02 -1.009824451445019838e-01 -2.477700142435888264e-01 -4.377421389589353229e-02
-9.343752689610217155e-02 1.625105430049866573e-01 2.632990745771240926e-02 -2.357364730526603225e-01 5.339657860395652378e-02 1.887803090314394139e-01 7.757384595192858001e-02 1.618072335362721881e-01 5.272212983242346301e-02 -2.111332051543974575e-01 -3.490957664495066004e-02 -2.138494444341109552e-02 -2.177752972833726930e-01 1.896365277405714644e-01 -9.042586964332259558e-02 -7.062486900610016882e-02 8.171686975280433030e-02 -2.436091376770008754e-01 -7.816560369599649671e-02 5.997985905897829095e-02 1.304836785502833107e-01 -3.782888683068502123e-01 6.640090877130054581e-02 1.197276867992039424e-02 -1.355732902044620158e-01 1.450293520360036170e-01 6.520160993575148389e-02 -1.113186981524291741e-01 -6.932085816977813508e-02 -3.724205363491814857e-01 -2.858212981582420112e-03 1.054551021493768809e-01
-4.637041859643824260e-02 -1.296464431390298433e-01 -1.713528684300762717e-01 -1.352190916232583195e-01 -4.242625005623922203e-03 -1.849300691956183851e-01 2.396872729200774099e-01 1.672553913725322583e-01 7.444202906311585266e-02 9.683001377451127753e-03 -2.859517939852940227e-01 1.027650764041268677e-01 -3.534381198818217079e-02 -1.037269628498504737e-01 1.018263246239479447e-01 -8.570219566288606039e-02 -2.394212731871016644e-02 2.676991335417464035e-01 2.584033528068051533e-01 -1.072005919046421785e-02 -6.548867671352154307e-02 1.247998165080353855e-01 1.529114526121997109e-01 9.166282588237567586e-02 -1.258750255076016844e-01 -1.647880643046036597e-01 8.388931104895040736e-02 -2.957496366052564940e-01 2.694275538898774358e-01 -6.221216733387942982e-02 4.804950531712686573e-02 -5.847959109377334243e-03
4.077244203587168658e-02 4.523900779258883259e-02 2.266365890365962255e-01 8.844917265059983394e-03 -6.276747754609300622e-02 -1.642333344644036214e-02 7.558302269654662564e-02 -1.157559336767823577e-01 6.043295288524965642e-02 -1.310437127003304947e-01 -5.887172132759571977e-03 5.599011324890718067e-02 1.328920588804367586e-01 -1.816469380480470741e-01 1.608713037243305610e-01 1.090116812962648452e-01 -4.574059964434452896e-02 -3.772910528524461293e-01 -2.206917548575419719e-01 2.733236955506573862e-01 -2.347661415774250082e-01 4.487134360747016548e-02 2.532163326681257098e-01 1.516188409295992912e-01 2.238232132840223820e-01 9.161590050598597545e-02 8.418082034932890256e-02 -8.792472214444928269e-02 -9.835540224233506323e-02 -2.098178467276788084e-01 7.983696343110846527e-02 1.247061749353970961e-01
